1211, "Victoria Condición - Tutorial completo", "", "", "", "", "", "", "", ""
1212, "Operación Barbarroja", "Conquistar El Union¶ Soviética", "Cualquier retraso adicional sólo hará que la victoria sobre los soviéticos más difícil. Ahora es el momento de poner en marcha la Operación Barbarroja y eliminar la amenaza de Rusia de una vez por todas.", "¡Felicidades! Ahora que hemos derrotado a Stalin, podemos concentrar nuestros esfuerzos en el Reino Unido y posiblemente más allá ...", "Usted ha logrado derrotar a Rusia, arruinar nuestros planes para un seguro Tercer Reich.", "", "", "", ""
1213, "Deje de Hitler", "Fuerza Alemania a Surrender.¶", "Tememos que Hitler sólo ha comenzado y que no va a ser feliz hasta que toda Europa es parte del Reich. Debemos tomar todas las medidas posibles para evitar que esto suceda y revertir los logros que ya ha hecho. No habrá paz en Europa todo el tiempo que sigue gobernando.", "Éxito", "Fallar", "", "", "", ""
1214, "Invade Filipinas", "Conquista el Philippines¶", "Mientras que Estados Unidos tiene una presencia en el sudeste asiático, los planes están en riesgo. Filipinas es su mayor base de operaciones, por lo que, obviamente, esto tiene que ser conquistado pronto antes de que puedan usarlo para lanzar ataques contra nosotros.", "Éxito", "Fallar", "", "", "", ""
1215, "Derrota Japón", " %s %s Fuerza de rendirse.", "Conquer %s %s ", "Éxito", "Fallar", "", "", "", ""
1216, "Segunda Guerra Italo-Etíope", "Eliminar Etiopía y claim¶Abyssinia.", "Nuestra humillación pasado será enterrado con nuevas victorias. Conquistar Etiopía para que podamos crear un territorio de África Oriental de nuestros logros.", "Éxito", "Fallar", "", "", "", ""
1217, "Conquistar Albania", "Traiga %s %s bajo control¶ italiana", "Los alemanes y los japoneses no son los únicos que tienen ambiciones territoriales! %s %s debería haber sido hace años nuestras colonias. Independientemente ... ahora es el momento de ejercer nuestra autoridad!", "Éxito", "Fallar", "", "", "", ""
1218, "Objetivo Destino", "", " %s es el destino para nuestro objetivo 'Modelo de Suministro'.", "", "", "", "", "", ""
1219, "Defender nuestra Fronteriza", "", "Debemos 'guarnición' algunas de las industrias y ciudades cercanas a esta frontera con Manchukuo.", "", "", "", "", "", ""
122, "Zona abierta a ofertas", "La zona de %s está abierta a ofertas diplomáticas.", "Tras revisar nuestras relaciones actuales, es muy probable que %s acepte oír las ofertas diplomáticas razonables que queramos hacerles.", "Nuestro análisis de la situación diplomática actual indica que %s debe ser receptivo a las ofertas diplomáticas razonables que tomamos.", "", "Recibido.", "Afirmativo. Aumenten¶las ofertas diplomáticas.", "", ""
1220, "Proteger nuestros Puertos", "", "Nuestros puertos son posibles objetivos de una invasión de los japoneses. Implementar algunas tropas a esta ubicación.", "", "", "", "", "", ""
1221, "Crecer nuestros militares", "Implementar al menos 275 barcos", "Es imperativo que nosotros controlamos las rutas marítimas a través del Pacífico Sur y el Mar de China. Afirmando nuestro dominio naval no sólo protegerá a nuestra patria, sino impedir el reabastecimiento y los refuerzos lleguen a nuestros enemigos. Tenemos que desplegar al menos 275 barcos en un mínimo y desembolsar como estratégicamente posible.", "Éxito", "Fallar", "", "", "", ""
1222, "Conquistar Indochina", "Reclama la ex colonia francesa", "Ahora que Francia ha caído, ahora debemos seguir adelante nuestro reclamo de su antiguo territorio indochino. Siam también tiene reclamos de muchos años en este territorio, por lo que es importante que nos movemos con rapidez antes de que lo hacen.", "Éxito", "Fallar", "", "", "", ""
1223, "", "", "", "", "", "", "", "", ""
1224, "Conquistar Francia", "El francés debe ser eliminado.", "Tenemos que conquistar Francia", "Éxito", "Fallar", "", "", "", ""
1225, "Conquer Luxemburgo", "Luxemburgo está madura para la conquista.", "Tenemos que conquistar Luxemburgo", "Éxito", "Fallar", "", "", "", ""
1226, "Conquista el holandés", "Holanda interpone en nuestro camino, ellos ¶eliminate.", "Tenemos que conquistar los Países Bajos", "Éxito", "Fallar", "", "", "", ""
1227, "Conquistar Bélgica", "Bélgica interpone en nuestro camino, ellos ¶eliminate.", "Tenemos que conquistar Bélgica", "Éxito", "Fallar", "", "", "", ""
1228, "Influencia Bulgaria", "Traiga Bulgaria en el Eje.", "Bulgaria en Red Esfera.", "Éxito", "Fallar", "", "", "", ""
1229, "Conquistar Gran Bretaña", "Conquista el Reino Unido", "Finalmente tendremos que enfrentar el Reino Unido", "Éxito", "Fallar", "", "", "", ""
123, "Cobro de pagos vencidos", "", " %s no nos ha abonado un pago previsto. La deuda total asciende ahora a %s.", "", "", "Recibido.", "", "", ""
1230, "Dominación mundial", "Conquistar Norte America¶", "Sólo el continente americano sigue siendo un desafío para nosotros.", "Éxito", "Fallar", "", "", "", ""
1231, "Unificar Europa", "Traiga a toda Europa en el eje ¶control", "Los aliados ya no debe amenazar a suelo europeo.", "Éxito", "Fallar", "", "", "", ""
1232, "El rock", "Conquer Gibraltar¶", "Tomando %s %s sería notablemente debilitar los británicos y ayudar a asegurar el control a largo plazo del Mediterráneo. Esto también será de gran ayuda para nuestros esfuerzos en el norte de África.", "Éxito", "Fallar", "", "", "", ""
1233, "Yugoslavia", "Conquer %s ¶", "Yugoslavia se niega a ceder a nuestra presión. Si no van a unirse a nosotros en paz, entonces sólo tendremos que conquistarlos a la manera antigua.", "Éxito", "Fallar", "", "", "", ""
1234, "Anschluss", "Posición 20 o más fuerzas on¶Austrian frontera y tienen buenas relaciones.", "Austria está dispuesta a unirse a nosotros, aunque su gobierno enfrenta cierta resistencia por parte tanto comunista y elementos nacionalistas. Tenemos que demostrar nuestro compromiso total con una demostración de fuerza de por lo menos 20 unidades de tierra cerca de %s.", "Éxito", "Fallar", "", "", "", ""
1235, "Opresión en Sudetes", "", "La población étnica alemana en las áreas externas de Checoslovaquia conocida como los Sudetes no están siendo tratados con justicia por el gobierno checoslovaco. Recientemente nos reunimos con un representante del Partido Alemán de los Sudetes que tengan la intención de hacer demandas de su gobierno. Debemos apoyar plenamente en esta iniciativa, ya que es más territorio tomada de nosotros por el Tratado de Versalles.", "", "", "", "", "", ""
1236, "Crecer Wermacht", "Aumentar los salarios, el gasto Maintenance¶and Formación", "Debemos crecer aún más nuestra militar si estamos ejerciendo presión sobre Checoslovaquia e influir en su destino político. Necesitamos por lo menos un millón de hombres ...", "Éxito", "Fallar", "", "", "", ""
1237, "Nuestras colonias Injustamente Tomada!", "Reclama nuestro ex colonies.¶", "Debemos recuperar nuestro territorio perdido", "Éxito", "Fallar", "", "", "", ""
1238, "Prepárate para la guerra", "Ayudar a Alemania en France¶when el momento adecuado", "Con Francia en guerra con Alemania, la mayor parte de su enfoque militar es al norte de Suiza. Esto significa que su flanco sur a lo largo de nuestra frontera es probable que sea débilmente defendido. Debemos aprovechar esta ... Atacar Francia no sólo ayudará a Alemania, pero deberíamos neta de Estados Unidos significativas territoriales alemanes gains.¶¶The están siendo re-desplegando desde la guerra polaca. Debemos realizar un seguimiento de sus movimientos y, cuando sea posible, actuar en concierto con ellos.", "Éxito", "Fallar", "", "", "", ""
1239, "Tome Grenoble", "Tome la ciudad desde France¶", "Uno de nuestros primeros objetivos dentro de Francia debe ser la captura de %s.", "Éxito", "Fallar", "", "", "", ""
124, "¡Estamos bajo fuego amigo!", " %s (en %s ) recibe fuego amigo de %s.", "Nuestra unidad de %s (%s) ha recibido fuego amigo de las unidades de %s.", "", "", "Recibido.", "", "", ""
1240, "Tome Niza", "Tome la ciudad desde France¶", "La captura de bonito sin duda una señal a los alemanes están dispuestos a ayudarles en su campaña contra Francia.", "Éxito", "Fallar", "", "", "", ""
1241, "Pacto de Acero", "Tener una fuerte relationship¶with Alemania", "Mientras que los británicos nos ofrecen la diplomacia, su objetivo es simplemente detener nuestras ambiciones. Los alemanes parecen entender mejor nuestras necesidades. Las conversaciones están en marcha para asegurar un acuerdo de defensa mutua en el marco de un Pacto de Acero con los alemanes. Si podemos mejorar nuestras relaciones un poco más con ellos, esto será asegurada.", "Éxito. Nuestro destino y el de los alemanes están inexorablemente vinculados.", "Fallar", "", "", "", ""
1242, "Campaña del Desierto Occidental", "Conquer Egypt¶", "Con Abisinia bajo nuestra regla, seguro que podemos conquistar a los egipcios, y asegurar nuestra ruta por el Canal de Suez", "Éxito", "Fallar", "", "", "", ""
1243, "Conquistar regiones de puntos", "Conquistar regiones para increase¶your puntuación", "Alejar para ver el valor en puntos de varias ciudades. Compruebe el cuadro de mando y ordenar por marcador en la página 5 para ver quién está ganando.", "Éxito", "Fallar", "", "", "", ""
1244, "El control del Mediterráneo", "Seguro", "", "Éxito", "Fallar", "", "", "", ""
1245, "Rumania Eje", "Traiga Rumanía en nuestra Esfera", "Traiga Rumanía en el Eje", "Éxito", "Fallar", "", "", "", ""
1246, "Hungría Eje", "Traiga Hungría en nuestra Esfera", "Traiga Hungaryinto el Eje", "Éxito", "Fallar", "", "", "", ""
1247, "Derrota Alemania", "Deje de Hitler", "Defender nuestro país y prepararse para el contraataque.", "Éxito", "Fallar", "", "", "", ""
1248, "Evitar conflictos", "Evite Guerra.", "Aún no estamos listos para enfrentar a los alemanes. Retrasar el tiempo que usted puede!", "Hemos esperado el tiempo suficiente, debemos ser capaces de hacer frente a la del alemán ahora.", "Era inevitable, esperemos que teníamos tiempo suficiente.", "", "", "", ""
1249, "Oferta Diplomática de Austria", "Austria están tratando de increase¶relations", "Austria nos ha invitado a firmar un acuerdo que fortalecerá nuestra relación. Esto parece ser una ventaja para nosotros.", "Estamos muy contentos de haber llegado a un acuerdo", "Una decisión desafortunada.", "", "", "", ""
125, "¡Nos atacan!", "Estamos recibiendo disparos de %s (%s).", "Estamos recibiendo disparos de %s (%s). Aún no hemos les declarado la guerra como respuesta a esta acción gratuita. ¿Cómo desea responder?", "", "", "¡Declaren la guerra!", "Abran negociaciones¶con la zona.", "Omitan el incidente.", ""
1250, "Guerra Phoney", "Apoyo a Francia, pero evitar open¶war con %s %s ", "Tal vez podamos resolver esto pacíficamente?", "", "Por desgracia, el mundo está en guerra.", "", "", "", ""
1251, "Influencia de Mongolia", "Mejorar las relaciones con Mongolia¶to aislarlos de China.", "Mejorar Mongolia calificación Diplomática dentro de los 180 días que también provocará una disminución en sus relaciones con China.", "Éxito", "Fallar", "", "", "", ""
1252, "Gran Asia Oriental", "Mayor Naval Force¶Crucial de Planes Futuros", "Los imperialistas occidentales quieren que sigamos siendo dependientes de su comercio para nuestra prosperidad. La expansión en el continente asiático es nuestra esperanza de romper esta dependencia. El objetivo de nuestro 'Gran Asia Oriental Esfera de Prosperidad' es lograr el dominio sobre toda Asia que vamos a lograr a través de las etapas de expansión. Con esto en mente, sin duda que aumentar nuestras capacidades militares significantly.¶¶Increasing nuestra capacidad de construcción naval para 6 debería satisfacer nuestro liderazgo marino que puedan proceder con expansiones planificadas", "Este es sólo el comienzo de una tarea larga y difícil.", "Nuestra supervivencia está ahora en cuestión. Vamos a necesitar un fuerte liderazgo y coraje en los tiempos venideros.", "", "", "", ""
1253, "Pacto Anti-Komintern", "Firmar un acuerdo de cooperation¶with %s %s ", "Empezamos discutiendo cooperación con %s %s más que hace años, parece que estamos listos para moverse adelante esta iniciativa. Debemos asegurar su cooperación para fortalecer nuestra posición.", "Éxito", "Fallar", "", "", "", ""
1254, "Pacto Anti-Komintern", "Regístrate Mutual Defense¶with %s %s ", "Hemos estado discutiendo la cooperación con %s %s desde hace algún tiempo y las cosas están avanzando bien. Parece que estamos listos para moverse adelante esta iniciativa. Con su acuerdo, vamos a ver sobre la seguridad de un acuerdo contra los intereses comunistas.", "Éxito", "Fallar", "", "", "", ""
1255, "Proyecto de Constitución", "Proyecto de Constitución", "A medida que la guerra civil llega a su fin el gobierno nacionalista escribe un borrador de la constitución.", "", "", "", "", "", ""
1256, "Segundo Premio de Viena", "", "Bajo la presión del Eje %s se ve obligado a ceder la mitad de Transilvania a %s en una reversión parcial del Tratado de Trianon.", "", "", "", "", "", ""
1257, "Conquistar el norte de África", "Tome Libia y uno de Argelia, Tunisia¶or P. Marruecos.", "Ahora estamos en una posición para expandir nuestro imperio. Debemos mirar hacia el norte de África para mayores conquistas.", "Éxito", "Fallar", "", "", "", ""
1258, "Conquista de Argelia", "Conquistar %s %s.", "", "Éxito", "Fallar", "", "", "", ""
1259, "Conquista de Túnez", "Conquistar %s %s.", "", "Éxito", "Fallar", "", "", "", ""
126, "Bajo fuego neutral", " %s (en %s ) recibe fuego de %s (%s).", "Nuestra unidad de %s (%s) está bajo fuego de largo alcance de %s (%s). ¿Cómo desea responder?", "", "", "¡Declaren la guerra!", "Abran negociaciones¶con la zona.", "Omitan el incidente.", ""
1260, "Conquista de Libia", "Conquistar %s %s.", "", "Éxito", "Fallar", "", "", "", ""
1261, "Conquista de Marruecos francés", "Conquistar %s %s.", "", "Éxito", "Fallar", "", "", "", ""
1262, "Consolidar el este de África", "Necesitamos combinar nuestra colonies¶", "El territorio adquirimos en Etiopía se debe combinar con los territorios eritreos y somalíes para hacer una colonia para la administración más fácil.", "Éxito", "Fallar", "", "", "", ""
1263, "Espionaje misión asignada", "Misión %s %s lanzada contra", "Nuestras Fuerzas de inteligencia han puesto en marcha una Misión %s %s contra.", "", "", "Recibido", "Cancelar esta misión", "", ""
1264, "Incidente en Khalkhin Gol", "Enviar 20 tierra y aire units¶to 5 %s ", "En respuesta a frecuentes enfrentamientos entre las tropas y los rusos cerca de la frontera con Mongolia, debemos enviar refuerzos a %s.", "Éxito", "Fallar", "", "", "", ""
1265, "La resistencia china Supress", "Tome ciudades clave", "Deje que los chinos de interferir en nuestros planes", "Éxito", "Fallar", "", "", "", ""
1266, "Conquistar China", "Eliminar las restantes fuerzas chinas", "Aunque controlamos la mayor parte de los objetivos estratégicos de valor dentro de China, todavía debemos acabar con ellos antes que arriesgarse a que les da esperanza continua.", "Éxito", "Fallar", "", "", "", ""
1267, "Crecer Personal de la Reserva", "Aumentar la eficiencia y reservas", "Para actuar sobre nuestras ambiciones, tenemos que asegurarnos de que nuestra fuerza militar y la eficiencia es adecuado. Tenemos que lograr y 85%% Eficiencia Clasificación y un personal de al menos un millón de Ejército. La mejor manera de alcanzar este objetivo sería instruir a nuestro Ministro de Defensa para aumentar el gasto en sueldos militares y de Mantenimiento / Formación.", "", "", "", "", "", ""
1268, "Aprovecha Malta", "Conquer Malta¶", "No podemos seguir permitiendo el control británico de Malta. Ahora es el momento para eliminarlos y más asegurar el Mediterráneo.", "Éxito", "Fallar", "", "", "", ""
1269, "Ofensiva del Sarre", "Ofensiva del Sarre", "El impulso por parte de Francia a Alemania se ha detenido y Francia ha retirado sus fuerzas a la Línea Maginot. Puede que no haya ayuda para Polonia después de todo.", "", "", "", "", "", ""
127, "¡Incursión territorial!", " %s (%s) ha invadido nuestro territorio en %s.", "Nuestro territorio soberano ha sido violado por %s (%s) en %s. ¿Cómo desea responder a esta incursión?", "", "", "¡Declaren la guerra!", "Abran negociaciones¶con la zona.", "Omitan el incidente.", ""
1270, "Conquer Inglaterra", "El Eje necesidad de conquistar England¶", "Tenemos que tomar las ciudades que se han marcado como objetivos.", "Éxito", "Fallar", "", "", "", ""
1271, "Eje Europa", "Traiga Europa bajo Eje control¶", "Para que Europa se llevó firmemente bajo el control del Eje, ciudades objetivo clave han sido designados. Una vez que nuestros aliados y nosotros controlamos estas ciudades, Europa va a caer! (Encontrar ciudades con puntos.)", "Éxito", "Fallar", "", "", "", ""
1272, "Tome Moscú", "Moscú tiene que ser controlled¶by las potencias del Eje", "Moscú necesita ser conquistado tan pronto como sea posible.", "Éxito", "Fallar", "", "", "", ""
1273, "Tome Córcega", "Toma el control de Corsica¶", "La presencia francesa en Córcega ya no puede ser tolerado. Tenemos que tomar el control de esta estratégica isla lo más rápido posible.", "Éxito", "Fallar", "", "", "", ""
1274, "Campaña de África Oriental", "Tome territorios británicos, beginning¶with Somalilandia Británica", "Las colonias británicas en África siguen siendo extremadamente peligroso ... En cualquier momento podrían utilizar estas posesiones para lanzar un ataque contra nosotros. Tenemos que absorber estas colonias en nuestro imperio. Esto no sólo ayudará a garantizar nuestra seguridad, pero nos va a tener acceso a recursos adicionales.", "Éxito", "Fallar", "", "", "", ""
1275, "¡Éxito!", "Etiopía se rinde", "Hemos completado nuestro objetivo, Etiopía se ha rendido.", "", "", "", "", "", ""
1276, "Expandir nuestros militares", "Construir Tres Units¶ Militar", "Necesitamos construir más unidades y ampliar nuestras fuerzas armadas. Al decidir qué tipo de unidades a construir, hacer vehículos de apoyo no descuidar tales como camiones de suministro. Estos podrían resultar crítico en nuestra campaña de África.", "Éxito", "Fallar", "", "", "", ""
1277, "Coloque sus tropas", "Posición Infantería en locations¶just fuera Weldiya", "Configure sus fuerzas para el ataque de posicionamiento de infantería justo al sur del este y sur oeste de la aldea de Weldiya.", "¡Éxito! Cuando se mueve al sur, puede utilizar el movimiento en entornos de formación y velocidad Común en el panel de órdenes.", "Fallar", "", "", "", ""
1278, "Sobrevuelo Addis Abeba", "Vuele una unidad de aire de Ca-101 over¶Addis Abeba", "Vuele una unidad de combate de Ca-101 sobre Addis Abeba", "Éxito", "Fallar", "", "", "", ""
1279, "Reforzar el flanco sur", "Obtener 10 unidades a Arba Minch'¶ Zona de Batalla dentro de los 60 días", "Necesitamos unidades en el Sur a mediados de mayo para reforzar contra un posible contraataque y preparar también para una nueva ofensiva.", "Éxito", "Fallar", "", "", "", ""
128, "Unidades enemigas se acercan a nuestra base", "Unas unidades (%s) se acercan a %s (%s)", "Unidades enemigas de %s se acercan al %s de %s, en nuestro territorio. Recomiendo el despliegue de todas las reservas de esa instalación.", "", "", "Afirmativo.¶Desplieguen unidades.", "Negativo. No desplieguen¶más unidades.", "Pospongo la decisión.", ""
1280, "Defiende Polonia!", "Defiende contra Alemania", "Estamos bajo ataque de Alemania. ¶¶To ganar este escenario el pasado hasta el 20 de octubre.", "", "", "", "", "", ""
1281, "Los ataques de la URSS", "Los ataques de la URSS", "Ahora hemos sido atacados por la URSS. Esto no se ve bien. Tenemos que aguantar. ¿Por cuánto tiempo hacemos seguramente señalar en los libros de historia.", "", "", "", "", "", ""
1282, "¡Éxito!", "Éxito", "Esto nos dará la capacidad de ver lo que está sucediendo aquí.", "", "", "", "", "", ""
1283, "Objetivo frustrada", "Fracaso", "Hemos fallado en obtener el control total de Etiopía", "", "", "", "", "", ""
1284, "Acuerdo Anti-Komintern", "", "Japón se ha comprometido a firmar el Pacto Anti-Komintern, que incluye un acuerdo de defensa mutua.", "", "", "", "", "", ""
1285, "Preparar nuestras Fuerzas Militares", "La guerra es inevitable, pero aún no we¶are listo", "Independientemente de nuestro éxito militar reciente, nuestra fuerza hace todavía no es igual que el de las potencias occidentales. Tenemos que seguir haciendo todos los esfuerzos para modernizar y mejorar nuestros militares para prepararnos para lo que ahead.¶¶Specific continuarán siendo formulado recomendaciones como las oportunidades se presentan. Un buen criterio sobre cómo nuestros militares se compara con otras naciones se ofrece bajo la Clasificación Militar en el Departamento de Estado.", "Definitivamente hemos dado pasos positivos para mejorar nuestros militares.", "No hemos modernizado nuestros militares tan rápido como deberíamos tener. Esto hará que cualquier conflicto que se involucren en, todo lo que mucho más difícil.", "", "", "", ""
1286, "Militar es movilizado y listo", "Objetivo completado", "Nuestras fuerzas son mucho más preparado de lo que eran hace unos años. El conflicto que viene será el comienzo de la subida de un nuevo imperio romano.", "", "", "", "", "", ""
1287, "Alemania Ataques", "", "Sabíamos que este día llegaría. Debemos defender nuestra tierra por el tiempo que sea posible. ¿Es mucho pedir ayuda de nuestros vecinos del oeste? Sólo el tiempo dirá. ¶¶We tienen una dura lucha por delante. (Tiempo de ejecución lentamente para revisar su objetivo.) Para ganar este escenario, aguantar hasta 20 de octubre. No pierda su capital.", "", "", "", "", "", ""
1288, "¡Éxito!", "", "Usted ha durado lo suficiente! Hemos resistido más tiempo que nuestros enemigos esperaban. Esperamos que la ayuda está en la manera de eliminar esta amenaza para que podamos restaurar nuestros pedidos nacionales.", "", "", "", "", "", ""
1289, "La dominación del Tercer Reich", "Restaurar Alemania a su rightful¶place en Europa", "Durante demasiado tiempo hemos sufrido la humillación del Tratado de Versalles. Europa sigue siendo cansada de la guerra y de los Estados Unidos quiere evitar cualquier implicación en aventuras en el extranjero. Ahora es el momento para nosotros para restaurar nuestro dominio del continente, y quizás más allá ... ¶¶Objectives será emitida para asegurar un progreso significativo, pero al final vamos a tener que enfrentar a los rusos y los británicos en su propio suelo.", "", "", "", "", "", ""
129, "Sugerencia militar: guarniciones en ciudades", "Sugerencia militar: guarniciones en ciudades.", "Dado que las fuerzas armadas están bajo su control directo y no da gran libertad a sus generales, desearía recomendarle que dote de guarniciones adecuadas a nuestras ciudades.", "", "", "Afirmativo.¶Desplieguen las guarniciones.", "Tomo nota de la sugerencia.", "", ""
1290, "Marco Incidente del Puente", "Incidente del Puente de Marco Polo", "Las tropas japonesas en territorio chino han intensificado fuera de su papel para proteger su embajada. Cientos de personas han muerto en un intercambio de disparos. Los resultados han despertado y la tensión pueden llevar a la guerra.", "", "", "", "", "", ""
1291, "Alemania No satisfecho", "Alemania No satisfecho", "Hitler quiere nuestra tierra. Sus objetivos son claros - para adquirir Austria. Alemania lo más probable es atacarnos pronto. Debemos prepararnos para la batalla.", "", "", "", "", "", ""
1292, "Anschluss", "Anschluss", "La caída del Gobierno austriaco permite nuestra entrada tropas a Austria sin resistencia la anexión efectiva de su país a la nuestra.", "", "", "", "", "", ""
1293, "Bienvenidos a Portugal!", "", "Mis compañeros de la gente de la nación de Portugal, hoy se levantan como una gran nación! Vamos a nosotros bunker abajo y crear un ejército de 3000 soldados, preparémonos para recuperar lo que es nuestro!", "", "", "", "", "", ""
1294, "Bloque Soporte de Indochina", "Tome Nanning y Kunming", "Los chinos siguen recibiendo suministros de Indochina. Tenemos que ganar el control de Nanning y Kunming para detener el flujo de suministros", "Éxito", "Fallar", "", "", "", ""
1295, "Intereses en China", "Estación 20 unidades in¶Tianjin Battlezone", "Nuestra primera prioridad debe ser prepararse para la acción en contra de China. Necesitamos aumentar nuestro despliegue de las líneas del frente potenciales. Aléjese por lo menos veinte unidades de tierra surtidos a la Zona de Batalla Tianjin alrededor del puerto de Jinxi (Mapa Coordenadas 1528, 205) y mantenerlos allí hasta que podamos crear una oportunidad para su uso!", "Éxito", "Fallar", "", "", "", ""
1296, "Un incidente en China!", "Tome Tianjin y Peiping", "Nuestra justificación a todo el mundo que nos ataca China no es probable que ser mejor. Tenemos nuestra oportunidad, por lo que ahora es el momento de comenzar nuestra expansión. Nuestros primeros objetivos deben ser las ciudades de Peiping y Tianjin. Dicho esto, es probable que haya algunas repercusiones internacionales para que podamos necesitar para ver nuestros suministros de comercio crucial.", "Éxito", "Fallar", "", "", "", ""
1297, "Tome Shanghai", "Captura Shanghai", "Estamos procediendo bien hacia nuestros objetivos, sin embargo aún queda mucho por hacer. La ciudad de Shanghai y su puerto militar debe ser nuestro próximo objetivo.", "Éxito", "Fallar", "", "", "", ""
1298, "Puertos chinos seguros por fecha", "8 lugares, hasta la fecha x", "Para aislar a China de la posible asistencia occidental, tenemos que cortar su acceso al Pacífico. Con esto en mente, usted debe capturar todos los restantes chinos Mar Muelles y puertos!", "Éxito", "Fallar", "", "", "", ""
1299, "Formas Mengjiang", "Formas Mengjiang", "La nueva región de Mengjiang ha formado como una colonia de Japón. Planes tienen abeja en su lugar por un tiempo y el acto de la guerra a China ha provocado su creación.", "", "", "", "", "", ""
13, "¡Revuelta!", "La población de %s se une a %s.", "La población de %s se ha unido a %s.", "", "", "Reconocer", "", "", ""
130, "Sugerencia militar: guarniciones en instalaciones", "Sugerencia militar: guarniciones en instalaciones.", "Al parecer, nuestras instalaciones son blancos a capturar. Recomiendo firmemente que dote de guarniciones adecuadas a las mismas.", "", "", "Afirmativo.¶Desplieguen las guarniciones.", "Tomo nota de la sugerencia.", "", ""
1300, "Finlandia Ofertas Paz", "Finlandia Ofertas Paz.", "Finlandia está ofreciendo un fin a la guerra. El acuerdo incluye que nos da una gran cantidad de sus tierras y un contrato de arrendamiento a largo plazo de la Península de Hanko. Aceptando que pondrá fin a la guerra, y la transferencia de tierras. Ellos enviarán una oferta de paz en breve.", "", "", "", "", "", ""
1301, "URSS Ofertas Paz", "URSS Ofertas Paz.", "La URSS está ofreciendo un fin a las hostilidades. Este acuerdo incluye darles grandes cantidades de nuestra tierra y un contrato de arrendamiento a largo plazo de la Península de Hanko. La aceptación de su oferta de paz pondrá fin a la guerra, y la transferencia de estas tierras.", "", "", "", "", "", ""
1302, "Éxito - Tropas Posicionado", "Éxito", "Nuestras tropas están listas para participar desde el sur.", "", "", "", "", "", ""
1303, "Fracaso - Fuerzas fuera de posición", "Fallar", "Nuestras tropas en el Norte pueden arrepentirse de no contar con el apoyo adicional.", "", "", "", "", "", ""
1304, "Adquirir nueva Tecnología", "Obtenga la Mejora de la pistola Turrets¶technology a través del comercio o de investigación.", "Tenemos que modernizar nuestras fuerzas, se requerirán nuevas tecnologías. Tal vez nuestras buenas relaciones con Alemania pueden ayudar con este objetivo. Debemos tener presente antes de fin de año.", "Éxito", "Fallar", "", "", "", ""
1305, "Éxito - Tecnología Adquirida", "Éxito", "Esto sin duda ayudará a mejorar nuestro ejército.", "", "", "", "", "", ""
1306, "La falta de investigación", "Fallar", "Si nuestro objetivo es realmente la expansión por conquista, eventualmente necesitamos esta tecnología.", "", "", "", "", "", ""
1307, "Tropas en la frontera francesa", "Posición 30 o más tropas in¶the Milano Battlezone", "Necesitamos por lo menos 30 unidades de tierra cerca de la frontera con Francia por lo que estamos listos para ayudar a los alemanes y obtener ganancias de nuestra propia si se involucran directamente a los franceses.", "Éxito", "Fallar", "", "", "", ""
1308, "Aumento de la capacidad de producción", "Aumentar production¶capacity tierra a ocho", "Definitivamente necesitamos para aumentar nuestra capacidad de acumulación militar si tenemos alguna esperanza de lograr nuestros objetivos de expansión. Debemos comenzar por el aumento de la tierra Unidad de Producción a por lo menos una capacidad de ocho.", "Éxito", "Fallar", "", "", "", ""
1309, "Nuevos diseños militares", "Investigación de la / 39 tanque M11 and¶the interceptor G.50.", "Tenemos que mejorar el equipo que estamos proporcionando a nuestros soldados y nuestros aviadores para darles una mejor oportunidad para lograr nuestros objetivos. Tenemos particularmente grandes esperanzas para el M11 / 39 del tanque y el G.50 Interceptor. (Técnicos de requisitos previos que pueden necesitar - AT Shell mejoras, Tanque de Tech 39, aviónica Tecnologías de mejoras, y la aleación del metal fuselajes.)", "¡Maravilloso! Esto sin duda nos debe dar una ventaja tanto en y sobre el campo de batalla!", "Fallar", "", "", "", ""
131, "Unidad que se retira", " %s se retira.", " %s está retirando.", "", "", "Recibido", "", "", ""
1310, "Mejora de la capacidad de lucha", "Aumentar el gasto por lo que nuestro forces¶will ser más eficiente", "", "Éxito", "Fallar", "", "", "", ""
1311, "Las fuerzas navales Mayor", "", "Nuestra Armada es más fuerte que nunca.", "", "", "", "", "", ""
1312, "Invade Checoslovaquia", "Invade Checoslovaquia", "El tiempo ha llegado. Debemos estar dispuestos a tomar lo que queda de Checoslovaquia. La República Eslovaca está a punto de formar basado en conversaciones con funcionarios. Cuando lo hace formar, debemos mover las tropas en el norte, ocupando la ciudad capital de Praga / Praha y la ciudad de Brno. Nos obligamos a su nación para darnos un tratado de tránsito, por lo que nuestra demostración de fuerza posible sin disparar un solo tiro. Debemos pasar de 20 unidades de tierra en el Battlezone Praga.", "", "", "", "", "", ""
1313, "Tome Checoslovaquia ahora!", "Tome Checoslovaquia ahora!", "La mitad sur de la región, que ahora se llama República Eslovaca, ahora es nuestra. Usando nuestro tratado de Tránsito Terrestre, mover más de 20 batallones en el norte a apoderarse de ella como otra nueva colonia.", "", "", "", "", "", ""
